"('commonsub_og', 0)","('[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]', 0)","('[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]', 3)","('[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]', 4)",305.4,48.8
"('commonsub_og', 1)","('[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]', 1)","('[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]', 2)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",309.2,46.6
"('commonsub_og', 2)","('[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 0, 1, 1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)","('[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]', 3)","('[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]', 4)",276.2,49
"('commonsub_og', 3)","('[1, 0, 1, 1, 1, 0, 1, 1, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",294,46
"('commonsub_og', 4)","('[1, 0, 1, 1, 1, 0, 1, 0, 1, 0]', 0)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 3)","('[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 4)",280,45.6
"('commonsub_og', 5)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]', 1)","('[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]', 3)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 4)",261.6,49.6
"('commonsub_og', 6)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 2)","('[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]', 3)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 4)",324.8,45.2
"('commonsub_og', 7)","('[1, 1, 0, 1, 1, 1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",222.6,56.2
"('commonsub_og', 8)","('[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]', 1)","('[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]', 3)","('[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]', 4)",241.2,50.8
"('commonsub_og', 9)","('[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",449.4,53.8
"('commonsub_og', 10)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]', 2)","('[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]', 3)","('[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]', 4)",337.4,49
"('commonsub_og', 11)","('[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]', 0)","('[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]', 1)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",213,55.4
"('commonsub_og', 12)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]', 3)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 4)",216,49.2
"('commonsub_og', 13)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",223,51.8
"('commonsub_og', 14)","('[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 1)","('[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]', 3)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 4)",178.8,59.6
"('commonsub_og', 15)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 2)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 4)",271,48.2
"('commonsub_og', 16)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 0, 1, 1, 1, 1, 0, 0]', 1)","('[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",249.6,50.8
"('commonsub_og', 17)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 1)","('[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]', 4)",257,47.8
"('commonsub_og', 18)","('[1, 1, 0, 1, 1, 1, 0, 1, 0, 0]', 0)","('[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]', 1)","('[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]', 3)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 4)",249,50.6
"('commonsub_og', 19)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 3)","('[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]', 4)",613.2,64.8
"('commonsub_two', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 1, 0, 1, 1, 0, 0, 0, 0]', 4)",283,46.6
"('commonsub_two', 1)","('[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]', 0)","('[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]', 1)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 2)","('[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]', 4)",261.6,49.6
"('commonsub_two', 2)","('[1, 0, 1, 1, 1, 0, 1, 1, 1, 0]', 0)","('[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 0, 1, 1, 1, 1, 0, 1, 1, 0]', 3)","('[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]', 4)",384.6,51
"('commonsub_two', 3)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]', 3)","('[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]', 4)",266.6,49.4
"('commonsub_two', 4)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 0)","('[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]', 1)","('[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",346.2,47
"('commonsub_two', 5)","('[1, 0, 1, 0, 1, 1, 1, 1, 0, 0]', 0)","('[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]', 1)","('[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]', 4)",286,48.2
"('commonsub_two', 6)","('[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]', 0)","('[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",396.6,52.4
"('commonsub_two', 7)","('[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]', 1)","('[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",321.4,47
"('commonsub_two', 8)","('[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]', 0)","('[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 2)","('[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]', 3)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",342,50.2
"('commonsub_two', 9)","('[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 1)","('[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]', 2)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]', 4)",327,47.8
"('commonsub_two', 10)","('[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]', 0)","('[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]', 2)","('[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]', 3)","('[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]', 4)",316.6,50.2
"('commonsub_two', 11)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 0)","('[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]', 1)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', 3)","('[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 4)",418.4,49.6
"('commonsub_two', 12)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",379,49
"('commonsub_two', 13)","('[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]', 2)","('[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]', 3)","('[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]', 4)",251.2,51.4
"('commonsub_two', 14)","('[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)",207.2,53.2
"('commonsub_two', 15)","('[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 1)","('[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]', 2)","('[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",373.2,48.4
"('commonsub_two', 16)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 1)","('[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]', 3)","('[1, 1, 0, 1, 1, 0, 1, 1, 0, 0]', 4)",241.2,51.8
"('commonsub_two', 17)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]', 1)","('[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 3)","('[1, 1, 1, 0, 1, 1, 1, 1, 0, 0]', 4)",253,50.6
"('commonsub_two', 18)","('[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 0)","('[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 2)","('[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]', 3)","('[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]', 4)",337.2,48.6
"('commonsub_two', 19)","('[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]', 0)","('[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 2)","('[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]', 3)","('[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]', 4)",489.8,58.4
