0,"('[0, 0, 1, 1, 0, 1, 1, 0, 1, 0]', 0)","('[0, 1, 0, 1, 1, 1, 1, 1, 0, 1]', 1)","('[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]', 2)",5,4
1,"('[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]', 0)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]', 1)","('[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]', 2)",7,3
2,"('[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]', 0)","('[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]', 2)",9,7,6
3,"('[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]', 0)","('[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]', 1)","('[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]', 2)",5,16
4,"('[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]', 0)","('[0, 0, 1, 1, 0, 0, 0, 1, 1, 0]', 1)","('[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]', 2)",5,7,4
5,"('[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]', 0)","('[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]', 1)","('[1, 0, 1, 1, 1, 0, 1, 1, 1, 0]', 2)",5,6
6,"('[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]', 0)","('[0, 0, 1, 1, 1, 1, 0, 1, 1, 1]', 1)","('[0, 1, 0, 1, 1, 0, 1, 1, 1, 0]', 2)",6,9,5
7,"('[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]', 0)","('[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]', 1)","('[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]', 2)",7,4,9
8,"('[0, 0, 0, 1, 1, 1, 1, 0, 1, 0]', 0)","('[0, 0, 1, 0, 1, 0, 1, 1, 1, 0]', 1)","('[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]', 2)",4,5,6
9,"('[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]', 0)","('[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]', 1)","('[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]', 2)",5,6
10,"('[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]', 0)","('[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]', 2)",5,8,7
11,"('[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]', 0)","('[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]', 1)","('[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]', 2)",4,7,6
12,"('[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]', 0)","('[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]', 1)","('[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]', 2)",5,4,6
13,"('[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]', 0)","('[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]', 1)","('[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]', 2)",7,4,5
14,"('[1, 1, 1, 1, 1, 1, 0, 0, 1, 0]', 0)","('[1, 0, 0, 0, 1, 1, 1, 1, 0, 0]', 1)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 2)",8,7,9
15,"('[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]', 0)","('[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]', 1)","('[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]', 2)",6,7
16,"('[1, 0, 0, 0, 1, 1, 1, 1, 0, 0]', 0)","('[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]', 1)","('[0, 1, 1, 0, 0, 0, 1, 1, 1, 1]', 2)",5,9
17,"('[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]', 0)","('[0, 0, 0, 1, 1, 1, 0, 1, 0, 0]', 1)","('[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]', 2)",6,3
18,"('[1, 0, 1, 0, 1, 0, 1, 1, 1, 0]', 0)","('[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]', 1)","('[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]', 2)",5,3
19,"('[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]', 0)","('[0, 1, 0, 1, 1, 0, 1, 0, 1, 0]', 1)","('[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]', 2)",4,7,6
20,"('[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]', 0)","('[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]', 1)","('[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]', 2)",9,4,5
21,"('[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]', 0)","('[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 1)","('[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]', 2)",4,5,3
22,"('[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]', 0)","('[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]', 2)",5,6,9
23,"('[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]', 1)","('[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]', 2)",4,6
24,"('[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]', 0)","('[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]', 2)",7,5
25,"('[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]', 0)","('[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]', 1)","('[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]', 2)",4,6
26,"('[0, 0, 1, 1, 1, 1, 0, 1, 1, 1]', 0)","('[0, 1, 0, 1, 0, 0, 1, 0, 1, 1]', 1)","('[1, 0, 1, 1, 0, 0, 1, 0, 0, 1]', 2)",4,5
27,"('[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]', 0)","('[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]', 1)","('[0, 0, 1, 0, 0, 1, 0, 0, 1, 1]', 2)",6,7
28,"('[0, 0, 1, 1, 0, 1, 1, 1, 1, 0]', 0)","('[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]', 1)","('[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]', 2)",7,8
29,"('[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]', 0)","('[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]', 1)","('[0, 1, 0, 1, 1, 0, 1, 1, 1, 0]', 2)",7,5
30,"('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 0)","('[1, 1, 0, 1, 1, 0, 0, 0, 1, 1]', 1)","('[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]', 2)",4,6,8
31,"('[0, 1, 1, 0, 0, 0, 0, 0, 1, 1]', 0)","('[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]', 1)","('[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]', 2)",6,7,3
32,"('[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]', 0)","('[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]', 1)","('[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]', 2)",8,5,4
33,"('[0, 0, 0, 1, 1, 1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]', 1)","('[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]', 2)",5,6,9
34,"('[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]', 0)","('[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]', 1)","('[0, 0, 1, 1, 1, 0, 0, 0, 0, 1]', 2)",5,7,9
35,"('[1, 0, 0, 0, 1, 0, 1, 1, 0, 0]', 0)","('[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]', 1)","('[0, 0, 0, 1, 1, 0, 1, 0, 0, 1]', 2)",7,8
36,"('[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]', 0)","('[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]', 2)",5,7,6
37,"('[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]', 0)","('[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]', 1)","('[0, 1, 0, 1, 1, 1, 0, 0, 1, 1]', 2)",4,9,5
38,"('[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]', 0)","('[0, 0, 1, 0, 1, 1, 0, 0, 1, 1]', 1)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]', 2)",6,9,5
39,"('[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]', 0)","('[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]', 1)","('[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]', 2)",5,6
40,"('[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]', 0)","('[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]', 1)","('[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]', 2)",4,9
41,"('[1, 1, 0, 1, 1, 1, 0, 1, 0, 1]', 0)","('[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 1)","('[0, 0, 1, 1, 1, 0, 1, 1, 0, 1]', 2)",3,4,7
42,"('[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]', 0)","('[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]', 2)",6,4,5
43,"('[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]', 0)","('[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]', 1)","('[0, 1, 1, 0, 0, 0, 1, 1, 0, 1]', 2)",8,7,9
44,"('[0, 1, 0, 1, 0, 0, 1, 1, 1, 0]', 0)","('[0, 0, 1, 1, 1, 1, 0, 0, 1, 0]', 1)","('[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]', 2)",7,5
45,"('[0, 0, 1, 0, 1, 0, 1, 1, 1, 0]', 0)","('[1, 0, 0, 1, 1, 1, 0, 1, 1, 1]', 1)","('[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]', 2)",5,4
46,"('[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]', 0)","('[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]', 1)","('[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]', 2)",9,8
47,"('[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]', 0)","('[0, 0, 1, 0, 1, 0, 1, 1, 1, 0]', 1)","('[1, 1, 0, 0, 1, 0, 0, 1, 1, 0]', 2)",7,4,6
48,"('[0, 1, 0, 1, 0, 1, 0, 1, 1, 1]', 0)","('[1, 0, 1, 1, 1, 1, 0, 1, 1, 0]', 1)","('[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]', 2)",7,3
49,"('[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]', 0)","('[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]', 1)","('[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]', 2)",5,8
