0,"('[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 1)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]', 2)",0.4,0.5,,0.45
22,"('[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]', 0)","('[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]', 1)","('[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 2)",0.6,0.4,0.5,0.5
19,"('[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 1)","('[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]', 2)",0.7,0.4,0.5,0.533333333
17,"('[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]', 0)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]', 2)",0.5,0.6,,0.55
20,"('[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]', 0)","('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 1)","('[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]', 2)",0.5,0.6,,0.55
24,"('[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 0)","('[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 2)",0.5,0.6,,0.55
2,"('[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 0)","('[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 1)","('[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]', 2)",0.6,0.5,0.7,0.6
4,"('[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 0)","('[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 2)",0.7,0.5,,0.6
12,"('[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]', 1)","('[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 2)",0.4,0.8,0.6,0.6
11,"('[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 2)",0.6,0.5,0.8,0.633333333
23,"('[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]', 2)",0.8,0.5,,0.65
7,"('[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]', 0)","('[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]', 2)",0.6,0.7,0.8,0.7
10,"('[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]', 2)",0.5,0.9,0.7,0.7
15,"('[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]', 1)","('[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]', 2)",0.6,0.7,0.8,0.7
6,"('[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]', 0)","('[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]', 1)","('[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 2)",0.5,0.9,,0.7
13,"('[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]', 2)",0.8,0.6,,0.7
14,"('[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 1)","('[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]', 2)",0.7,,,0.7
18,"('[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]', 0)","('[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]', 1)","('[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]', 2)",0.7,0.8,0.6,0.7
21,"('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 2)",0.6,0.9,0.7,0.733333333
9,"('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]', 2)",1,0.5,,0.75
1,"('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 0)","('[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]', 1)","('[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]', 2)",0.7,0.9,,0.8
5,"('[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]', 1)","('[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 2)",0.6,1,,0.8
3,"('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 0)","('[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 2)",0.7,1,0.8,0.833333333
16,"('[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",0.8,0.9,,0.85
8,"('[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 2)",0.8,0.9,1,0.9