2,"('[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]', 0)","('[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]', 1)",0.5
9,"('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]', 1)",0.5
15,"('[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]', 0)","('[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 1)",0.5
16,"('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 0)","('[1, 1, 0, 0, 1, 0, 0, 1, 0, 0]', 1)",0.5
20,"('[1, 0, 1, 0, 0, 0, 0, 0, 1, 1]', 0)","('[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]', 1)",0.5
21,"('[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]', 1)",0.5
3,"('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]', 1)",0.6
4,"('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 0)","('[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]', 1)",0.6
6,"('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]', 1)",0.6
7,"('[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]', 0)","('[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]', 1)",0.6
10,"('[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 1)",0.6
13,"('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]', 1)",0.6
14,"('[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]', 0)","('[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]', 1)",0.6
17,"('[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]', 0)","('[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]', 1)",0.6
18,"('[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]', 0)","('[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]', 1)",0.6
22,"('[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]', 0)","('[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]', 1)",0.6
5,"('[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 0)","('[0, 0, 1, 0, 1, 0, 1, 0, 0, 1]', 1)",0.7
8,"('[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]', 1)",0.7
19,"('[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 1)",0.7
23,"('[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]', 1)",0.7
12,"('[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 1)",0.8
11,"('[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 1)",0.9
24,"('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 1)",0.9
0,"('[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 1)",1
1,"('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)",1